user_id1, user_id2, Cosine similarity
6b36815cb6867d3fb4dbdf43ab2fabe1,d7e17f72dc74d9dcbb7013973f65f30c,48
192edcbdcb2e167ca701c45253f307c0,ba908dca4e7b8d2d1f1d0d5b42e7095b,4
1a01a3a05e1fbeeb9df445d68103dd51,8f900e5cb2841d74d08ffb91dfd7a9d7,3
c012f02b37a82078a2bf30c90af5043c,f61cfdf2abf2de6fa3ffb38fadab9ee0,2
bcccba44c016677c7f1e431e50f9fff3,ccf028936f854f382c22450b20aeb94f,2
